num_comments,score,ups
0,1,1
17,0,19
3,7,9
6,5,9
1,11,11
101,314,488
11,19,37
0,0,15
10,54,61
4,2,5
6,5,6
2,1,6
18,1,1
1,0,2
2,1,3
0,1,1
0,1,1
0,1,1
71,358,508
0,0,3
0,0,1
7,762,944
0,7,7
1,0,2
1,0,4
3,3,4
0,0,3
0,2,5
2,22,24
0,1,1
0,0,9
2,12,14
0,1,1
0,3,3
18,179,243
1,0,1
0,0,1
113,7,17
15,115,157
2,15,20
32,19,55
26,57,81
0,2,3
0,0,1
3,6,8
1,7,13
4,1,4
6,27,42
1,0,1
326,95,116
0,5,6
174,988,1260
0,1,2
0,2,2
0,1,1
9,0,17
2,1,2
3,67,89
4,11,19
72,18,30
0,9,15
0,2,3
4,0,3
3,2,3
0,11,17
250,791,1021
1,8,12
0,1,1
0,1,1
40,62,157
57,89,148
0,1,1
1,0,3
4,44,60
0,1,1
0,0,4
0,2,2
0,2,2
2,0,3
1,0,11
0,0,3
255,1545,6640
1,3,5
2,0,1
3,19,41
9,10,17
0,1,1
0,1,5
206,1126,1650
4,8,11
0,1,1
5,8,17
11,18,43
0,0,5
2,1,2
0,1,1
1,0,3
0,3,5
19,0,14
1,7,11
94,359,597
0,7,9
1,11,17
6,2,4
0,55,85
0,4,10
6,3,7
14,59,71
1,0,2
2,0,4
1,2,5
0,0,2
1,0,1
6,1,6
1,0,9
2,3,11
0,0,1
0,0,1
0,0,1
0,1,4
1,14,17
1,2,5
0,1,4
6,233,271
7,0,5
0,0,2
0,0,1
0,6,11
3,0,6
2,0,13
0,0,7
0,0,1
327,1600,5634
1,0,1
1,16,24
0,0,1
0,1,2
0,0,3
1,6,7
5,18,29
1,1,2
0,0,1
3,23,35
2,0,3
25,370,491
1,60,82
0,5,9
0,2,2
1,0,3
0,4,6
7,67,88
1,10,24
0,2,3
2,3,6
0,0,1
2,0,5
413,1623,8792
0,0,3
2,10,17
21,148,176
0,1,5
2,7,11
3,6,9
25,125,174
0,5,7
10,19,23
5,3,5
3,3,6
2,1,5
0,21,23
3,0,5
51,0,15
6,0,9
44,40,48
3,1,4
2,0,4
82,322,518
1,0,2
3,6,7
5,0,8
0,1,1
0,1,1
3,0,2
9,9,24
1,0,2
1,2,5
26,36,75
56,9,45
0,0,1
0,0,3
0,0,8
1,1,5
2,22,34
0,1,1
3,2,3
8,18,25
1,1,1
1,5,11
6,8,22
4,2,2
5,3,10
0,3,11
1,0,2
1,2,2
4,4,7
0,1,3
17,285,367
2,3,6
23,92,115
0,6,14
5,0,3
0,0,3
0,0,1
2,16,20
1,3,6
5,0,2
21,22,34
3,65,71
2,3,4
0,0,2
17,214,259
4,3,6
0,1,2
1,6,7
7,5,14
4,22,45
0,0,7
0,9,12
646,1957,14319
3,12,23
16,31,46
4,3,8
6,18,36
0,2,2
1,1,1
2,3,8
0,0,1
3,19,23
1,1,3
1,13,13
1,2,4
3,1,3
12,3,7
270,292,399
0,0,2
1,1,1
0,2,8
15,118,180
2,0,5
6,24,35
0,5,7
0,0,2
4,7,10
11,7,13
0,2,4
0,0,3
0,6,13
107,15,26
0,0,3
40,229,269
3,72,83
424,253,368
62,233,298
4,38,68
0,0,1
3,1,1
0,1,4
7,15,27
0,1,3
0,0,1
1,1,2
0,7,17
3,6,9
5,1,7
0,7,10
12,3,6
6,8,24
5,10,20
1,3,13
6,0,4
0,0,2
1,0,6
0,1,8
0,1,4
3,12,17
2,7,17
0,0,1
5,1,4
20,9,27
0,1,2
2,3,6
1,0,7
0,11,16
0,0,1
0,0,1
9,106,128
2,4,14
0,12,21
1,4,5
46,1211,1860
1,0,2
2,1,1
0,1,2
1315,2352,11866
1,0,1
0,0,1
0,0,1
19,63,78
1,2,6
13,38,46
0,1,5
3,11,26
2,2,3
12,41,60
0,0,6
0,0,4
0,0,5
1,10,15
5,16,27
4,7,23
4,14,22
113,138,179
2,2,4
0,0,1
0,0,1
5,0,4
1,4,6
0,3,9
0,2,3
0,1,1
1,0,2
1,50,58
0,1,1
3,41,49
11,26,33
0,2,4
2,0,3
0,0,7
14,576,721
0,1,1
3,1,4
0,7,8
2,13,14
21,68,86
0,1,2
5,0,3
6,0,1
0,1,1
0,1,1
0,1,2
111,1301,2028
2,28,37
11,314,416
3,33,48
0,1,1
33,22,57
8,49,62
0,1,2
26,498,634
1,2,2
1,1,5
0,1,1
0,1,1
0,1,1
1,1,1
6,20,30
0,1,1
2,4,12
1,2,3
2,15,29
0,1,3
20,134,185
29,366,456
461,1264,9142
0,1,1
5,5,8
5,7,10
8,0,6
4,49,82
0,6,8
3,18,24
0,33,47
3,0,6
5,7,14
166,343,455
0,0,1
5,1,1
62,324,401
0,1,1
32,67,130
1,1,1
0,1,1
3,12,20
4,15,25
0,1,1
0,2,3
3,0,5
0,0,1
498,1512,2161
1,19,31
0,0,1
6,5,13
28,12,22
3,6,8
0,1,1
1,7,9
5,46,57
0,0,1
0,0,2
0,0,1
0,0,1
1,0,3
2,6,8
0,0,1
61,135,189
314,2072,5438
0,0,3
1,15,20
1,1,6
3,29,38
2,0,3
4,0,1
1,6,11
1,5,11
0,0,1
1,0,5
0,2,4
0,0,1
14,0,11
3,35,41
0,0,2
0,0,5
0,0,2
58,507,645
0,0,4
2,1,2
1,1,3
5,1,4
8,0,6
0,1,5
1,3,3
0,5,6
163,631,822
0,0,1
0,0,3
12,3,4
12,220,319
17,5,6
0,26,34
2,1,4
131,1893,5425
0,0,3
2,7,13
0,3,8
9,9,11
52,428,662
4,6,9
7,37,69
3,9,13
197,757,1097
5,0,2
0,1,1
5,0,3
0,3,5
1,8,15
13,5,14
0,0,4
0,0,1
0,22,33
0,17,22
0,4,14
0,4,11
11,74,88
0,0,1
0,0,1
10,34,44
20,98,125
0,0,3
1,0,1
7,69,109
0,0,1
2,0,2
7,22,32
1,16,19
82,57,64
3,0,1
0,1,7
4,74,92
0,0,1
21,6,11
2,15,18
228,1886,3675
27,8,16
5,10,15
0,0,1
26,69,90
1,1,5
0,1,2
4,7,10
1,0,2
12,8,11
414,482,669
1,0,1
0,0,1
57,1106,1489
0,0,1
1,0,2
1,3,7
1,15,19
0,0,1
52,331,417
5,61,72
31,63,85
2498,2732,16466
2,80,97
0,2,2
0,6,11
0,0,3
0,0,1
7,0,4
6,0,4
22,548,659
1,14,18
0,0,3
9,4,5
8,18,25
88,508,630
0,9,10
1,4,6
292,187,280
22,80,120
0,2,2
257,65,94
2,12,22
8,91,109
0,1,1
9,5,11
0,20,25
4,4,12
0,0,1
0,0,1
2,4,4
0,0,1
6,87,100
1,0,1
34,0,6
0,2,3
351,167,282
0,7,10
2,5,12
0,0,1
4,27,46
0,1,1
0,10,11
0,2,2
1,4,5
6,0,6
1,1,2
1,1,7
3,3,4
0,3,8
13,2,3
187,385,574
154,1169,1976
0,1,1
0,4,10
8,7,13
0,2,2
4,0,4
0,7,10
196,1053,1955
0,1,1
9,37,56
0,2,2
0,0,2
0,2,3
821,2307,13254
0,1,1
0,1,1
0,1,1
0,1,2
0,0,8
0,0,3
0,0,4
301,1858,4288
1,0,5
0,0,1
7,14,25
0,0,2
0,1,1
141,1419,2029
3,7,11
50,116,141
22,140,187
0,0,1
605,1064,2955
8,2,33
7,68,84
0,0,1
4265,2955,22328
0,2,9
29,0,12
74,1308,1953
23,199,248
0,1,1
0,1,1
2,4,17
0,0,5
0,1,1
5,24,36
1,4,14
0,1,2
1,0,7
0,0,4
41,1,4
7,44,54
5,3,6
28,176,271
1,0,7
0,3,4
3,22,29
1,14,17
0,1,7
22,8,13
94,56,134
765,2942,24771
0,1,1
0,15,22
0,1,4
2,0,3
3,29,54
0,1,1
0,1,4
0,0,1
1,7,10
1,8,13
0,1,1
0,1,1
0,0,1
0,1,1
155,1144,2293
8,43,79
40,437,567
2,0,2
5,0,2
1,1,2
3,4,8
1,2,3
60,168,255
0,1,2
150,75,185
0,1,2
0,11,19
1,0,1
176,74,132
1,3,5
2,6,10
1,3,4
3,67,88
119,1217,1751
106,602,852
0,1,3
0,4,7
0,4,9
0,0,1
8,115,186
0,1,3
162,37,55
0,1,2
9,79,133
2,1,1
9,82,121
0,1,1
2,6,16
2,0,1
0,1,2
0,1,2
0,0,3
0,1,1
3,6,17
0,0,3
1,23,32
17,75,101
3,1,1
0,0,1
1,44,48
5,138,214
3,16,22
382,2811,9005
473,1966,7208
1,0,1
1,1,1
0,0,1
0,0,1
3,0,4
0,8,15
0,0,3
0,0,1
0,1,2
0,1,1
0,1,1
0,0,1
0,0,3
0,1,1
29,413,492
0,2,2
1,0,1
0,1,1
0,0,1
0,3,8
3,2,3
0,1,1
0,1,1
36,771,1062
0,0,3
40,36,63
36,169,253
0,1,2
0,1,1
0,1,1
4,1,2
0,15,18
1,1,1
0,2,5
0,1,2
0,0,1
2,22,45
0,0,3
2,5,8
0,0,1
0,2,2
0,0,1
1,2,5
4,8,11
0,3,7
0,0,1
1,12,22
4,13,16
41,89,154
0,0,6
0,2,2
0,0,1
15,8,23
0,1,1
4,4,15
0,3,6
0,1,2
0,1,1
0,0,1
2,2,4
46,171,233
0,1,1
4,1,4
0,1,1
0,1,1
17,2,3
21,104,150
0,1,2
0,2,7
0,0,1
230,374,1531
0,3,3
3,3,12
0,0,2
0,3,6
0,1,1
0,0,3
1,1,1
1,8,15
62,32,43
0,0,4
2,2,3
78,1684,2578
0,2,2
0,0,1
0,15,17
4,97,142
0,4,9
0,2,2
0,15,29
4,73,97
0,1,1
0,1,4
5,0,3
176,2132,5666
2,6,8
0,1,2
0,2,5
0,1,1
3,11,15
0,1,1
0,3,9
0,3,4
1,8,11
159,1200,1617
2,22,33
6,196,234
0,2,2
0,1,1
0,1,5
0,1,3
0,0,1
0,0,1
17,30,65
2,39,44
0,3,3
0,3,6
0,1,1
0,1,1
2,4,5
0,1,1
0,1,2
2,0,9
1,1,2
0,1,1
1,3,4
0,3,3
0,1,1
0,0,1
0,0,1
5,4,6
0,0,1
0,3,6
5,3,7
0,1,1
1,1,1
0,1,1
1,7,12
0,3,8
6,73,91
0,2,6
0,1,2
0,1,1
1,0,1
46,19,25
0,12,22
0,2,3
36,2,14
0,0,1
0,0,2
0,5,9
1,5,9
0,4,8
0,2,3
0,4,8
0,2,2
0,2,4
0,16,22
0,3,3
2,3,4
1,2,2
0,1,1
0,1,1
2,5,8
3,1,4
1,0,1
13,5,7
9,26,39
2,0,6
0,2,3
0,4,4
3,5,6
0,0,4
0,2,3
3,0,2
0,2,3
3,12,16
6,3,5
2,27,32
0,2,2
2613,1656,4810
0,1,2
28,21,33
0,2,2
5,22,42
0,0,4
2,14,17
2,0,6
0,2,6
1,1,3
0,0,1
8,6,25
1,0,1
0,11,19
4,5,8
2,10,17
9,64,72
0,6,11
1,14,19
2,0,12
1,4,6
1,1,4
0,0,3
15,36,47
3,3,8
18,36,55
0,0,4
11,213,299
0,0,2
3,0,4
0,2,7
3,10,11
1,2,9
2,0,2
102,208,308
2,3,17
0,0,1
3,2,2
2,12,12
5,32,36
0,16,17
4,17,31
5,6,12
9,2,4
0,3,4
3,2,31
7,167,203
0,2,4
6,0,1
25,12,16
2,17,20
0,9,22
69,61,86
7,66,72
0,3,7
2,16,21
5,4,4
2,0,2
0,0,1
3,0,2
4,7,9
2,0,1
0,1,12
248,1522,2313
0,2,5
5,4,6
0,6,13
2,6,9
1,18,23
0,0,3
5,22,23
0,0,1
6,2,7
1,0,3
6,1,1
1,2,12
1,24,36
3,21,23
0,0,2
3,11,13
3,7,9
0,4,12
0,2,6
29,3,4
8,50,64
0,0,1
3,6,10
2,10,15
0,7,9
0,3,5
0,4,6
1,12,12
4,2,3
2,28,43
0,12,24
1,12,15
0,1,1
1,7,9
5,5,7
0,6,13
1,4,10
0,6,9
0,23,27
3,2,8
1,0,2
61,10,10
0,0,1
8,203,243
3,43,52
4,4,5
1,61,75
4,6,13
6,17,25
24,3,4
1,20,30
6,40,50
59,6,29
4,2,6
0,5,6
5,0,11
11,131,176
0,0,1
0,24,30
0,0,1
2,32,44
0,2,3
0,1,2
69,245,321
4,15,19
0,21,22
31,208,306
6,79,100
2,15,22
0,64,74
3,6,17
1,7,14
0,10,12
0,1,4
0,4,6
2,10,24
2,10,14
3,6,11
0,4,8
21,44,55
0,0,1
2,13,18
29,133,183
0,0,1
1,0,3
0,3,7
1,18,21
0,0,4
8,0,6
3,15,19
0,3,5
2,35,49
0,4,7
1,3,7
0,9,13
0,8,11
0,0,2
0,0,2
0,0,5
0,2,5
0,2,5
0,2,6
0,2,5
0,0,2
0,8,15
0,2,7
0,6,8
0,0,2
5,85,110
0,3,5
0,0,1
0,6,9
0,1,1
0,0,1
0,3,5
9,49,71
14,18,29
22,355,421
0,0,5
2,0,5
2,81,106
0,0,6
3,1,2
1,3,18
0,1,1
1,24,36
1,0,3
2,3,8
868,1671,3456
5,41,57
0,0,3
0,0,1
2,0,3
1,0,3
0,1,5
0,8,11
0,2,4
0,0,2
0,7,11
31,3,10
0,10,13
0,0,1
0,4,5
10,13,14
3,0,6
0,9,17
0,4,6
3,0,4
6,2,5
0,1,8
4,15,19
0,4,5
31,9,12
1,1,2
0,0,3
0,0,2
10,2,11
9,24,30
6,3,12
1,0,2
1,0,2
0,4,7
1,6,8
1,102,138
0,0,2
7,20,33
18,2,3
3,21,24
3,21,26
11,2,2
0,0,3
302,1295,4382
0,1,4
0,3,4
0,3,6
1,0,6
0,1,3
13,19,35
3,18,26
17,48,94
0,0,1
0,0,1
0,0,2
0,6,10
1,0,1
3,9,11
0,0,2
0,1,5
3,120,157
4,149,217
2,6,9
1,5,12
0,1,8
3,0,9
1,19,22
1,0,1
4,15,21
26,37,70
0,1,3
654,1129,1785
2,44,50
0,9,10
0,0,1
0,0,1
0,0,1
5,0,4
2,30,38
0,0,2
0,0,2
0,14,24
1,11,19
7,6,9
0,0,4
9,0,13
507,2088,15282
18,2,5
24,239,293
1,0,1
7,6,15
0,0,5
0,0,1
12,3,6
6,0,1
2,7,11
17,6,16
21,3,4
0,6,7
8,0,6
5,10,14
3,18,22
0,2,6
2,22,24
1,4,6
0,0,1
461,1126,1936
0,6,9
21,24,46
11,46,57
14,5,5
5,57,74
0,23,30
3,11,15
3,18,21
20,45,106
3,8,10
0,0,5
1,3,13
3,7,18
0,2,3
7,19,29
48,458,572
1,3,4
0,2,4
0,3,10
12,9,14
43,143,173
8,17,19
21,174,229
0,0,1
178,2181,4708
1,3,3
10,1,8
0,0,2
0,5,11
10,65,88
0,16,18
0,0,2
18,0,2
0,7,16
0,5,6
3,0,2
1,4,10
0,4,6
0,0,4
0,0,1
1,1,4
49,192,266
4,12,16
0,1,3
0,7,13
0,0,2
118,762,1054
0,0,2
15,50,70
1,3,8
39,102,131
0,0,6
147,1857,2758
1,0,3
2,0,1
0,5,5
129,32,37
12,86,108
0,1,5
0,6,9
0,2,3
0,1,5
5,19,20
5,0,5
0,7,9
2,0,6
27,4,9
13,0,3
0,6,8
26,244,295
6,0,2
16,3,6
4,0,6
0,0,7
0,0,4
0,3,5
0,5,6
34,5,15
1,0,2
2,12,16
4,0,1
2,16,20
1,2,16
1,0,3
3,1,5
2,0,1
5,9,25
1,3,8
0,0,4
0,0,6
1,0,7
0,2,4
1,4,8
0,0,1
8,1,8
1,3,6
3,0,9
0,0,5
22,3,14
3,7,14
1,12,29
63,114,194
0,0,4
1,0,0
0,0,1
0,0,2
3,0,3
0,0,2
0,0,4
0,0,1
6,0,4
141,78,121
41,136,175
70,7,22
0,2,10
1,1,5
9,40,58
0,0,1
2,1,6
0,18,22
8,61,74
1,12,14
0,0,4
3,0,3
3,11,13
1,0,3
0,6,7
3,39,59
0,15,17
0,8,14
0,0,4
9,0,2
3,4,7
0,1,3
3,34,41
1,0,3
0,18,19
1,0,1
1,2,12
2,31,39
9,7,11
0,0,1
0,0,3
887,2126,8596
0,6,9
2,0,10
0,4,4
0,3,4
73,20,29
74,19,26
16,66,97
0,0,1
3,9,13
2,5,7
2,0,3
2,3,4
4,8,9
20,59,90
0,1,5
2,28,33
0,4,8
30,1224,1706
28,0,6
1,7,9
0,8,10
0,5,7
1,13,19
4,2,6
2,5,6
2,8,11
3,7,8
16,634,760
3,29,39
17,2,3
10,0,17
0,5,7
3,26,29
0,7,9
0,5,6
0,5,7
389,377,569
1,2,8
10,165,202
1,2,7
13,21,24
0,5,5
7,7,20
4,4,6
3,19,23
29,332,552
3,6,6
1,0,2
0,2,9
10,155,197
0,0,1
5,0,7
0,20,28
2,10,11
0,0,3
29,63,83
19,45,66
30,285,349
4,6,7
1,1,7
0,5,6
8,0,11
0,4,7
5,0,7
8,6,10
0,0,1
2,4,11
1,0,2
1,10,10
3,2,6
0,1,3
0,2,8
0,1,2
1,14,25
0,1,1
1,0,11
0,8,14
0,11,20
73,22,27
76,34,50
2,0,6
3,12,15
0,7,11
1871,2329,8947
0,3,7
6,0,1
4,8,12
13,26,56
12,215,284
0,5,11
15,226,267
0,0,10
0,0,1
2,0,6
0,0,1
0,0,4
0,0,2
0,0,10
4,25,29
42,952,1302
7,74,125
17,255,296
136,730,978
0,4,7
3,1,5
4,5,17
216,223,300
23,2,4
20,156,181
3,1,4
3,3,16
0,4,7
9,194,241
1,5,10
2,9,12
4,0,2
2,1,1
33,450,559
0,0,1
0,5,9
2,25,46
1,0,1
0,7,11
23,2,2
0,7,7
1,12,14
1,3,5
0,0,1
0,1,2
1,0,5
0,3,3
0,19,25
1,0,4
2,3,5
0,3,5
5,4,14
0,1,2
2,1,2
38,22,41
0,0,1
0,2,3
1,0,1
1,7,8
9,23,32
3,2,4
1,0,1
0,6,10
3,6,8
0,0,7
0,4,12
0,5,10
0,2,5
0,16,23
3,18,21
1,1,11
9,4,7
1,0,1
2,21,27
0,1,1
0,18,21
0,2,8
0,6,6
5,22,36
0,7,8
19,1,1
2,5,8
1204,2686,15205
0,0,2
0,0,1
16,138,165
1,9,14
119,38,61
4,15,22
0,0,3
2,0,1
0,19,23
22,103,186
0,1,5
0,6,7
6,1,6
0,49,63
2,119,143
0,0,3
33,2,16
0,0,2
0,2,3
8,56,73
2,24,28
1,5,7
3,6,9
12,3,14
0,3,7
17,43,65
5,37,61
1,14,14
343,49,78
1,8,9
21,35,44
20,3,7
144,1536,3982
71,0,20
2,7,8
0,22,33
0,9,13
3,10,14
0,2,9
26,88,132
0,0,2
4,7,11
0,42,52
136,60,95
20,223,263
24,342,421
3,6,12
0,4,5
0,8,11
310,1732,3133
2,2,9
99,44,54
0,0,1
0,2,3
0,0,1
4,5,16
0,13,22
0,1,2
6,40,60
0,0,3
1,19,27
79,1193,1727
0,0,2
6,43,67
6,38,59
0,3,10
1,0,9
4,28,35
0,0,2
230,2133,5253
0,3,4
0,10,12
8,17,32
5,10,12
2,0,1
53,0,7
1449,1654,5477
41,1,22
0,4,11
0,1,1
99,875,1173
3,1,4
2,39,55
0,5,9
0,9,13
2,6,13
0,8,9
1,7,10
4,0,3
507,1631,3657
17,142,200
6,25,38
6,0,3
2,59,120
4,46,66
0,0,2
0,0,2
3,19,29
3,8,13
1,0,2
1,0,3
5,1,5
188,1839,3305
0,9,17
27,25,28
0,0,3
9,8,11
2,8,15
0,1,2
0,5,9
1,1,3
1,4,7
0,0,2
9,0,3
1,4,7
235,1820,4941
6,5,8
0,18,24
57,8,23
0,0,1
22,18,24
0,1,2
1,2,3
13,2,2
0,3,4
0,0,3
20,3,8
0,0,2
31,92,120
8,7,13
6,12,45
12,15,31
0,1,2
0,4,5
6,189,291
485,1034,3480
0,14,19
0,0,2
51,1207,1666
1,0,19
269,1464,4184
10,28,45
0,2,3
0,3,4
1,10,13
6,35,54
1,27,38
19,1,9
18,25,50
224,35,44
2,15,20
4,0,4
1,0,5
3,5,11
3,3,5
0,11,14
29,0,4
0,4,7
1,11,25
1,0,2
0,4,7
1414,1967,7415
12,0,6
0,0,1
0,0,2
15,144,205
7,2,3
38,356,512
0,0,1
52,3,13
1,7,17
0,2,5
8,93,131
1,1,2
2,3,3
5,1,2
0,0,1
220,2068,4192
1,0,1
0,3,3
0,2,2
2,0,4
0,0,1
0,57,89
5,8,9
5,6,7
5,4,5
360,1692,3079
1,0,4
3,7,17
2,1,2
18,8,46
3,4,12
128,46,145
0,1,4
1,4,13
10,4,4
1,0,6
0,11,18
0,2,3
8,2,4
0,0,1
1,9,14
283,1431,2546
1,9,13
0,5,9
273,1396,2718
0,2,2
0,3,3
0,0,1
0,0,1
2,12,21
4,0,3
0,1,1
0,6,10
7,225,291
4,4,9
0,1,3
0,0,2
8,2,4
59,89,109
0,8,21
2,0,5
1,14,20
12,76,93
8,4,6
0,2,2
1,1,1
0,3,3
1,1,2
11,5,6
0,0,1
0,10,15
0,0,1
15,4,5
19,0,9
1,0,4
7,1,2
4,1,2
1,12,17
1,2,3
0,0,1
0,0,1
36,2,4
0,0,4
8,0,1
0,0,4
33,0,16
0,7,11
3,4,15
9,0,2
13,4,6
0,0,4
0,1,3
1,0,2
0,9,16
0,0,3
1,0,4
5,45,71
0,3,9
0,22,26
0,1,1
0,0,1
10,193,280
1,0,3
28,75,123
0,0,2
0,33,54
0,14,20
4,10,19
4,1,5
2,4,8
6,0,2
4,15,17
2,0,4
0,0,1
1,1,1
3,42,61
3,0,4
0,0,1
0,23,33
3,0,3
1,0,2
12,0,4
22,4,13
0,1,2
0,0,1
0,0,1
25,5,7
17,2,5
1,0,3
0,0,0
0,0,2
0,0,1
2,0,2
5,0,5
0,50,91
0,0,1
1,2,3
0,5,12
4,0,7
1,0,2
3,2,10
0,0,1
93,331,497
2,4,4
0,0,3
1,2,4
0,0,1
0,4,12
67,145,217
5,0,1
62,497,731
0,0,2
0,12,16
7,2,2
5,0,1
10,6,8
18,100,180
0,9,12
8,20,52
12,2,2
772,1031,1725
12,1,3
11,10,16
2,6,16
4,4,8
0,2,2
295,210,318
5,8,12
5,0,1
23,128,197
6,7,8
5,22,32
0,1,2
1,32,50
0,1,1
13,0,3
1,0,2
0,0,2
2,0,1
3,0,2
5,0,2
14,3,5
0,2,3
1,0,3
0,0,2
0,0,2
26,0,17
0,0,3
11,0,2
0,0,2
0,0,2
17,21,27
1,9,10
10,17,30
0,0,1
1,0,6
7,0,2
114,496,688
3,9,12
1,3,9
0,1,2
28,0,6
1,4,6
0,0,1
5,3,19
21,1,6
7,33,57
164,47,70
3,7,12
398,499,736
24,10,14
0,0,2
15,4,5
0,9,14
3,3,6
0,1,1
9,22,29
0,0,1
1,0,8
318,243,439
70,21,41
0,1,4
0,0,1
0,0,4
3,11,17
143,26,55
0,2,2
1433,2019,9118
112,47,89
7,1,10
24,0,7
1,0,4
1,0,5
1,3,8
78,132,172
0,6,14
7,31,39
556,1833,6432
16,3,4
3,2,3
141,66,266
21,73,101
2,2,4
1,3,4
2,1,2
46,14,26
158,1770,3129
2,4,5
0,0,3
8,6,7
2,0,2
104,12,24
3,1,7
7,1,2
6,21,23
5,8,16
0,2,4
17,11,18
0,0,17
51,11,30
3,3,7
2,2,3
0,3,3
2,0,7
110,210,323
2,14,18
21,8,11
0,2,3
1,3,6
120,436,818
0,0,4
20,4,6
99,264,356
0,2,2
14,3,4
160,41,50
1,9,9
3,0,2
0,2,5
40,43,95
2,5,5
12,0,7
1,0,3
162,29,35
9,87,112
5,50,72
5,2,2
1,0,1
0,1,2
16,3,5
0,1,4
3,2,3
0,0,2
2,63,98
98,83,130
0,0,2
95,14,31
4,19,24
47,26,42
21,3,6
33,21,33
451,1824,9755
0,0,1
1,20,32
0,0,3
0,4,6
22,50,94
6,5,10
0,3,8
0,0,2
2,1,4
106,1563,3909
6,0,1
7,35,56
45,54,104
94,11,29
18,0,6
13,1,2
5,17,21
14,1,1
6,1,3
0,0,4
0,7,8
5,4,5
14,5,5
10,2,3
45,234,292
36,117,157
15,112,178
0,1,1
6,3,8
634,1023,8605
2,5,8
71,741,1038
432,1826,5663
154,198,288
31,13,22
0,24,34
2,15,28
6,5,11
452,224,399
0,0,1
7,1,1
0,3,4
14,16,29
0,0,5
5,3,4
76,4,29
18,2,2
104,192,224
0,3,6
33,79,159
4,0,2
3,44,62
0,0,3
9,11,15
2,0,1
43,76,113
16,3,5
3,32,55
262,2420,9992
7,4,8
1,19,37
51,307,482
0,0,2
3,2,11
12,6,12
1,13,22
322,911,1233
14,2,3
0,1,6
0,0,8
0,1,4
0,0,3
0,0,4
0,1,10
7,27,58
0,0,2
0,22,31
34,114,198
2,16,30
138,124,196
0,1,1
6,0,8
29,11,17
2,9,13
1129,2228,5537
101,22,112
4,13,36
0,2,8
13,76,96
32,342,551
53,32,58
0,3,8
27,828,1238
0,3,5
7,43,70
0,1,4
7,37,56
2,24,46
18,42,75
0,1,4
2,0,2
58,509,727
0,15,23
0,0,2
1,0,3
0,5,8
0,8,16
0,0,4
0,0,3
0,0,3
1,6,10
0,0,3
0,6,10
0,0,3
106,985,1332
0,5,11
0,22,32
74,56,88
1,0,5
2,2,6
1,23,35
43,1,12
0,0,5
0,0,3
54,8,11
19,0,7
0,15,26
3,13,32
2,6,11
63,4,18
6,11,24
1194,2600,7735
3,3,8
550,690,963
0,14,21
33,125,185
0,22,39
0,114,152
17,0,3
0,9,16
46,12,17
0,0,7
1,4,12
7,25,39
53,21,31
7,19,41
35,6,16
99,278,463
5179,5098,22631
0,2,12
86,17,28
2,11,30
0,9,18
0,11,21
0,0,2
0,12,15
1,6,14
2,0,14
0,3,8
23,207,259
59,0,8
0,0,6
0,1,5
0,3,6
37,8,13
0,0,3
11,0,7
4,18,34
0,19,26
1,14,23
0,7,11
0,3,8
5,14,23
11,13,29
3,0,13
0,10,16
1,13,18
0,18,31
0,0,10
25,137,189
7,96,133
0,3,14
1,74,112
2,28,39
5,0,5
4,1,3
56,17,37
59,19,24
3,11,20
0,0,1
0,3,7
9,47,90
0,5,7
0,0,7
11,107,152
2,0,8
15,389,500
1,10,20
0,0,7
93,26,39
0,74,95
1,0,3
29,6,21
0,3,16
21,103,150
3,5,14
0,0,7
0,0,6
0,12,20
500,219,504
5,28,48
0,0,3
125,64,89
0,3,7
2,9,15
1,4,12
22,0,6
3,0,6
61,8,22
91,101,196
2662,2207,9465
2,0,9
0,0,4
1,0,4
0,7,17
30,7,22
0,5,12
0,12,16
80,58,92
0,8,20
0,0,1
0,9,12
7,159,253
0,9,15
164,53,82
0,0,3
6,16,36
2710,2416,10331
2,0,4
0,0,1
1,0,3
6,10,24
7,16,30
35,0,12
176,920,1241
602,2165,7865
3,35,46
1,0,4
0,3,10
60,236,418
0,10,22
20,51,97
13,92,162
3,0,3
20,104,161
1,31,45
1,5,14
0,1,9
0,0,3
0,3,6
380,370,587
0,2,7
19,0,4
1,22,28
27,4,13
1,0,6
1,10,17
103,33,89
0,5,15
22,5,13
0,0,7
3,15,29
1,0,8
1,0,10
1,10,24
1685,2226,7473
2,16,36
0,72,83
76,12,45
6,77,119
121,160,274
5,1,12
3,0,11
3,0,8
1,6,13
3,12,22
1,2,9
89,897,1337
2,15,31
0,13,26
0,0,4
0,12,15
66,802,1092
6,7,22
3,21,36
85,74,108
0,51,78
1,0,2
0,0,1
214,1466,4911
1,4,7
0,0,2
0,0,7
13,0,7
0,0,1
21,0,3
0,0,5
1,0,4
1,5,15
4,2,9
0,0,7
1,0,4
0,0,3
515,1872,5045
36,2,14
121,567,790
113,42,66
2,0,9
16,0,7
0,18,29
0,0,6
2,11,22
8,26,47
0,6,19
0,10,21
4,23,43
0,4,14
0,0,6
465,1510,7036
55,0,18
0,0,7
8,14,42
3,0,3
13,13,35
1,0,6
3,6,11
23,0,8
0,0,2
1,8,16
1,2,8
0,21,28
0,2,15
20,87,154
1,0,12
22,1,7
22,0,7
2,35,48
0,20,38
0,1,10
0,0,3
6,23,42
1,4,12
0,6,15
31,0,8
20,4,16
11,27,82
